epoch,_fake_pred,_gp,_real_pred,critic_grad_norm,d_loss,g_loss,val__fake_pred,val__gp,val__real_pred,val_critic_grad_norm,val_d_loss,val_g_loss
0,0.02862548828125,0.8706054091453552,0.421630859375,0.5686547150430472,-0.14539839327335358,-0.002807292155921459,NA,NA,NA,NA,NA,NA
1,2.251953125,0.5953726768493652,1.8251953125,1.1800295058232935,-0.5197497010231018,-0.5533263087272644,NA,NA,NA,NA,NA,NA
2,5.37890625,0.8564080595970154,0.63623046875,1.1699389637942659,2.2473323345184326,-3.3051912784576416,NA,NA,NA,NA,NA,NA
3,0.1142578125,0.9499039649963379,0.156982421875,0.5935841839274635,1.9628263711929321,-2.1886255741119385,NA,NA,NA,NA,NA,NA
4,-0.470703125,0.8109637498855591,0.58544921875,1.5055151802042257,-0.8383384346961975,0.4151012897491455,NA,NA,NA,NA,NA,NA
5,-0.293701171875,0.48132091760635376,3.466796875,1.5311240764415783,-2.6776726245880127,0.7792313694953918,NA,NA,NA,NA,NA,NA
6,0.546875,0.04771972447633743,10.234375,1.5138294296744077,-7.041365146636963,-0.22979575395584106,NA,NA,NA,NA,NA,NA
7,0.431884765625,1.2482348680496216,26.6875,1.4687370742144792,-19.254852294921875,-0.5485250949859619,NA,NA,NA,NA,NA,NA
8,5.546875,12.509269714355469,77.125,1.4569166718334283,-48.796051025390625,-2.1765522956848145,NA,NA,NA,NA,NA,NA
9,367.75,83.64031982421875,69.1875,1.3319384710925,96.64177703857422,-196.80860900878906,NA,NA,NA,NA,NA,NA
10,167.875,4.924587249755859,7.296875,1.1846517036088382,1085.455322265625,-1092.588134765625,NA,NA,NA,NA,NA,NA
11,-276.0,4.291259288787842,-20.0,1.3958811913262648,-576.2914428710938,613.2412719726562,NA,NA,NA,NA,NA,NA
12,-5.54296875,11.571186065673828,-6.90625,1.2148860403862984,-110.66093444824219,134.50640869140625,NA,NA,NA,NA,NA,NA
13,9.4921875,115.78163146972656,24.671875,1.2029753540076775,-12.096124649047852,-2.7937235832214355,NA,NA,NA,NA,NA,NA
14,13.1640625,190.8339080810547,18.546875,1.227283468092893,-11.715131759643555,-11.062962532043457,NA,NA,NA,NA,NA,NA
15,23.6875,43.69364929199219,0.69580078125,1.3242441780163536,20.848026275634766,-36.275577545166016,NA,NA,NA,NA,NA,NA
16,19.265625,3.7491354942321777,8.5546875,1.4518734120976422,26.90682601928711,-30.406085968017578,NA,NA,NA,NA,NA,NA
17,2.73828125,0.7804906368255615,1.2119140625,1.329727005901868,12.068770408630371,-8.143210411071777,NA,NA,NA,NA,NA,NA
18,4.76953125,1.7600382566452026,30.78125,1.386432352973118,-10.625061988830566,-7.054440975189209,NA,NA,NA,NA,NA,NA
19,-485.75,4.401558876037598,-6.6953125,1.2573839542569856,30.707359313964844,-50.70686721801758,NA,NA,NA,NA,NA,NA
20,-4.71484375,6.810566425323486,8.453125,1.4291758121740397,-45.8994255065918,49.42440414428711,NA,NA,NA,NA,NA,NA
21,1.6044921875,6.896440029144287,20.640625,1.2875210138584448,-24.38807487487793,-4.594759464263916,NA,NA,NA,NA,NA,NA
22,4.80078125,13.864011764526367,46.1875,1.2517137965693583,-45.257728576660156,0.5901800990104675,NA,NA,NA,NA,NA,NA
23,-6.03125,41.90811538696289,52.15625,1.3421493054306863,-95.22960662841797,-4.53788423538208,NA,NA,NA,NA,NA,NA
24,-0.2281494140625,111.49799346923828,78.0,1.397180053729402,-162.61578369140625,-10.727699279785156,NA,NA,NA,NA,NA,NA
25,16.71875,274.2230224609375,149.375,1.3894621462146144,-270.0039367675781,-14.780313491821289,NA,NA,NA,NA,NA,NA
26,130.25,537.001953125,303.25,1.3683375521568055,-594.3236694335938,-39.05403137207031,NA,NA,NA,NA,NA,NA
27,-149.375,1652.9095458984375,494.0,1.386737535811414,-978.35791015625,-10.783329010009766,NA,NA,NA,NA,NA,NA
28,150.75,4519.4541015625,713.0,1.3530792901178559,-1347.368408203125,-58.87311935424805,NA,NA,NA,NA,NA,NA
